HOTEL_name,CITY_name,COUNTRY_name,PRICE_range,HOTEL_rating,amneties,HOTEL_address,HOTEL_review
"Montana Hotel & Resort, Darjeeling",Darjeeling,India,,4/510,"Indoor Entertainment,Airport Transfer (on Demand),Conference Room,Outdoor Activities,","Montana Hotel,19 ladenal road opp gpo 2nd Floor, The Rink Mall, Opp. Head Post Office, Darjeeling - 734101 View on Map",had a great experience...the staff were very friendly and services provided at the hotel was very luxurious
Hotel Suryodaya,Haridwar,India,,3.5/5,"Air Conditioning,Laundry Service,Dining,CCTV surveillance,","HOTEL SURYODAYA ,NEAR Har Ki Pauri., Opp of Railway Surang, Haridwar - 249401 View on Map","I booked the room for my elderly parents and maternal uncle. They didn't the facilities mentioned in the room, NO GEYSER, NO CLEAN BATHROOM.
Breakfast was late always and no proper service.  Not fit for family.
The rooms are dirty are linens were not properly cleaned."
Hotel Basera,Mathura,India,,3.4/5,"Conference Room,Outdoor Activities,Banquet hall,Dining,","141/6 K.M, Delhi-Agra Bypass,Mathura, U.P - 281001 View on Map","Very Good Hotel with all Amenities and specially for children Jhoolas and amusement. excellent stay..
All family members are happy specially Children.. Recommended for Family."
THE IMPERIAL BODHGAYA,,,,,"Free Internet,Conference Room,Outdoor Activities,Banquet hall,","Village Mastpura, N.H. - 83, Gaya Dobhi Road, Gaya, Bodhgaya - 824231 View on Map",
Hotel Sri Devi,Kanyakumari,India,,4/529,"Doctor On Call,Power backup,Laundry Service,CCTV surveillance,",6/68 main road Kanyakumari - 629701 View on Map,"We had 3 executive A/C ROOMS.One room matress badly defective. bathrooms average. centre place for local tourism places.staff.nice.stay normally good.
good."
Mango Village Resort,Guhagar,India,,3.7/5,"Doctor On Call,Free Internet,Air Conditioning,Indoor Entertainment,","Kirtan Wadi Road, Opposite, Govt. Rest House, Guhagar - 415703 View on Map","It's a beautiful resort with amazing food, clean rooms and a perfect team of courteous staff to make your stay memorable. Location is easily accessible and all basic requirements like a ATM, market as well the beach are close by. They have a private beach which is clean with crystal clear water and white sand. In case it is one of the options for your upcoming trips, then surely go for it...!!"
Horizon International,Guruvayoor,India,,3.8/5,"Doctor On Call,Air Conditioning,Indoor Entertainment,Parking Facility,","Melpathur Road, South Nada, Near Guruvayoor Police Station. Guruvayoor - 680101 View on Map","Good Stay...
Spacious Room...
Near to Temple...
Parking was available...
Hot water was not available..."
Udupi Residency,Udupi,India,,4/521,"Power backup,Parking Facility,Restaurant/Coffee Shop,Laundry Service,",Near Service Bus Stand Udupi - 576101 View on Map,"The hotel was very good. Location is also perfect, very much nearer to service bus stand. It was very clean and perfect for the family to stay over there. Morning breakfast they provide also was too good with lot of varieties. It was a perfect stay for us. Thank you."
Hotel Shivam Palace,Jodhpur,India,,2.9/5,"Power backup,Parking Facility,Laundry Service,CCTV surveillance,","146, Nai Sarak, Near Hotel Ratnawali, Jodhpur - 342001 View on Map","Worst Hotel in Jodhpur. Rooms are too small. Bathroom dirty. sore bedsheets.
we have booked hotel one month earlier, but when we reached here, hotel has allotted our rooms to other guests.
when we talked to hotel owner, he told us that hotel business is not my main business, ye to humane aise khol diya hai.
We with our family and kids, have searched for other hotels for 2 hours in an unknown city.
worst experience ever."
Hotel Ganpati Palace,Delhi,India,,3/511,"Free Internet,Power backup,Parking Facility,Daily housekeeping,",5589 Basant Road Pahar Ganj Near Delhi Railway Station Pahar Ganj Delhi - 55 - 110055 View on Map,"The room was clean and was maintained properly, the stuffs were polite..overall it was a good experience"
DK Residency,Tirupati,India,,3.1/5,"Doctor On Call,Laundry Service,Power backup,Room Service,","17-28-10, New By-Pass Circle,Renigunta, Tirupati - 517520 View on Map","isolate property,unskilled staff and dirty room."
Hotel Garden View Nathdwara Pure Veg,Nathdwara,India,,4.3/5,"Free Internet,Conference Room,Outdoor Activities,Banquet hall,","NH, Opp. Sihad Talab, Rampura, Nathdwara - 313301 View on Map","Clean n big room. Delicious foods. Co oprative staff. Facility to drop at mandir any time. Family suite room is very nice.
Everything"
Hotel River Bay,Rajahmundry,India,,4/585,"Doctor On Call,Free Internet,Air Conditioning,Swimming Pool,","Gautami Ghat Road, Near Isckon temple, Rajahmundry - 533101 View on Map","Stay was good but food was bad. Their breakfast isnt good. No taste, served cold.
Good place to walk with in thr premises on the banks of godavari"
Executive Solutions Service Apartments,Mumbai,India,,3.3/5,"Laundry Service,Dining,Parking Facility,",A 1605 NG Royal Park opp Lodha Complex Kanjurmarg East Mumbai 400042 - 400072 View on Map,very good hotel gud expires ...
PLA Ram Residency,Karur,India,,3.6/5,"Air Conditioning,Parking Facility,Restaurant/Coffee Shop,Laundry Service,","49, West Pradakshnam Road, Opp. to Karur Bus Stand, Karur - 639001 View on Map",Value for money. clean room .Near bus stand and market. Co operative staff walking distance from bus stand
Cloud 9 resort by Rai Hospitality,Yelagiri,India,,3.7/5,"Power backup,Restaurant/Coffee Shop,Laundry Service,Smoking Rooms Available,","Near Indane Gas Agency, Nilavoor Road, Yelagiri Hills, Vellore District, Tamil Nadu - 635853 View on Map","nice stay here, but room service and neatness has to be improved "
Hotel Radhika Palace (Pure Veg),,,,3.9/5,"Air Conditioning,Parking Facility,Room Service,Business Services,","new radhika Road, Karanje,Satara - 415001 View on Map","easily accessible
near to bus stand
good food
neat and clean room
cooperative staff
parking available
easily accessible
near to bus stand
good food
neat and clean room
cooperative staff
parking available"
Hotel Star Palace,Mumbai,India,,3.2/5,"Power backup,Parking Facility,Laundry Service,Outdoor Activities,","Opp. Mukund Hospital, Nr. Airport Road, AK Road, Andheri, East, Mumbai - 400059 View on Map",good stay.. but small rooms..
Hotel Sangam Executive,Mahabaleshwar,India,,4/578,"Laundry Service,Power backup,Daily housekeeping,Room Service,","Near Panchayat Samiti, masjid road , MAHABLESHWAR PH, Mahabaleshwar - 412806 View on Map","Clean spacious room, located in main town close to market. Parking available for 2 cars. Good hospitality. Staff was courteous. Breakfast was good in quality & quantity. Recommend👍"
Nancy Paradise,Haridwar,India,,3.9/5,"Daily housekeeping,Room Service,","Opp. Patanjali yogpeeth, Haridwar Roorkee Road, Roorkee, Haridwar - 247667 View on Map","The hotel is pathetic, everything horrible rooms, no room service
it's like a Bhoot bungalow"
Hotel Nirvana Palace,Rishikesh,India,,3.8/5,"Doctor On Call,Outdoor Activities,Laundry Service,Dining,","hotel nirvana palace near vanprastha asharm swarg asharm puri garhwal, Rishikesh - 249304 View on Map","This is the right place to stay if you want to spend sometime in Swarg Ashram. Reasonably priced and neat rooms. The Ganges is walkable - distance of 200 m from the hotel. Located behind Gita Bhavan Ashram 3 and adjacent to Vanaprastha Ashram. Also, the famous parmarth niketan is at a distance of 200 m from the hotel. Special thanks to Mr. Krishna Rao manager of the Nirvana Palace for his warm welcome and astounding service through out the stay.
Overall great location, excellent service and amazing stay."
Hotel Divine Inn,Varanasi,India,,3.2/5,"Doctor On Call,Air Conditioning,Parking Facility,Laundry Service,","b. 3/300 Shivala (near Anand Mai Hospital), Varanasi - 221001 View on Map","No place to keep wearing clothes very small room, no ventilation, in bathroom Flush not working, please don't suggest to others, travellers "
Hotel Niiki,Sambalpur,India,,4.1/5,"Doctor On Call,Air Conditioning,Restaurant/Coffee Shop,Laundry Service,","V.S.S Marg, Main Road, Sambalpur - 768001 View on Map","Altogether very Nice experience. I checked-in the hotel at 11.30pm and urged for dinner which hotel has managed and provided dinner at 12 PM. Room was clean and bathroom was also in good order. Morning breakfast is nice as per expectations from Hotel in sambalpur. Services was prompt.
Needs Improvement in linen of blanket."
Varsha Enclave-White House,Mysore,India,,4.5/5,"Power backup,Laundry Service,CCTV surveillance,Room Service,","No.1146,1st main road,3rd stage,Gokulam,Mysore - 570002 View on Map","Nice place, good service..."
Hotel Jindal International,Delhi,India,,3/530,"Air Conditioning,Parking Facility,Laundry Service,CCTV surveillance,","4/2,DB Gupta Road, Paharganj, Delhi - 110055 View on Map","well decorated beautiful room
hotel staff are very supportive and professionals"
Hotel Golden Inn,,,,3.6/5,"Doctor On Call,Power backup,Parking Facility,Laundry Service,","Station Road, Jaipur 302016 View on Map","Good hotel
Location is good just beside bus staion and not far from railway station
Staff is good and very helpfull
Food is good
Only thing need to inprove is there is some cockroaches which need to take care"
Sai Sravanthi Grand,Tirupati,India,,3.4/5,"CCTV surveillance,Dining,Daily housekeeping,Room Service,","Hotel Sai Sravanthi Grand , D.No. 4-70/1, Padmavathi Puram, Tirupatiuchanoor Road Tirupatiupati. - 517501 View on Map",nice
Sri Gauranga Resort,Puri,India,,3.6/5,"Air Conditioning,Parking Facility,Laundry Service,CCTV surveillance,","C.T. Road, Puri, 752002 View on Map",rooms are very small. location is good but main sea beach mean swargadwar is very far from hotel. staff behaviour is good. there is no food facility. breakfasts are hard like egg toast or butter toast..
Perola do Mar Resort,Goa,India,,3.1/5,"Laundry Service,Room Service,Daily housekeeping,Swimming Pool,","Sequira Vaddo,Opp Health Centre, Candolim Beach,Goa - 403515 View on Map",This Hotel was Great All staff and Location
The Junction,Gangtok,India,,4.1/5,"Power backup,Restaurant/Coffee Shop,Laundry Service,Dining,","Near SREDA Bhawan,PALZOR STADIUM Road 2 -3 minutes walking distance from M.G Market, Gangtok - 737101 View on Map","Good hotel in the price range
hotel is clean
room service is good
restaurant service is nice
good experience to stay in hotel "
AMS Residency,Tirupati,India,,3/573,"Power backup,Laundry Service,CCTV surveillance,Dining,","AMS Residency ,PK Layout Tirupatiupati opp ttd sreenivasam Tirupatiumala bay pass road near om arch Tirupati - 517501 View on Map","This hotel is worst hotel in my life. Only behaviour of hotel people are good. Other things are worst. No cleaning, no space in the room. It is good for short stay, if 200rs per day."
Jonaki Kareng,,,,4.2/5,"Doctor On Call,Air Conditioning,Parking Facility,Restaurant/Coffee Shop,","Kohora, kaziranga National Park, Bokakhat - 785109 View on Map",Good hotel near to central office
Hotel Charlie,Darjeeling,India,,5/51 ,"Spa,Room Service,","Car park, N.B. singh road ,Club Stand, Darjeeling - 734101 View on Map",Car parking​ wise need to be improved​. please provide some person for that.
Hotel Premier,Pahalgam,India,,4.2/5,"Power backup,Parking Facility,Laundry Service,Daily housekeeping,",Chandanwari Road Pahalgam - 192126 View on Map,"Not a happy stay, the hotel was totally different which was shown in the website. Only staffs services were satisfactory."
Hotel J K International,Varanasi,India,,3.2/5,"CCTV surveillance,Power backup,Parking Facility,Daily housekeeping,","Luxa Rd, Opp.Luxa Police Station, Luxa, Varanasi, 221010 View on Map","Location of the hotel is good and easy to identify. Its quite an old property. The staff are courteous yet helpless at the same time. There was no wifi available, when asked for. The answer given was the wires were cut down by monkeys. We asked for hot water, we're told to wait for sometime. We've asked for towels for 2 people, were given one and the second one which was promised in 15 minutes, never actually turned up even at our checkout. The bed sheets are damaged. The rooms were clean though."
HOTEL ORCHID,Faridabad,India,,4.1/5,"Doctor On Call,Free Internet,Air Conditioning,Indoor Entertainment,","5E/5 B.P.,Railway Road,Next To Coproration Bank,Near Neelam Chowk, Faridabad - 121001 View on Map","This is my 3rd stay at here but i this time i not feel good as last stay. Room & bathroom is big & good but main concern is cleaning. Floor was not clean properly. Linen was also spotted. Food is good. Location is also good. Front desk person is good & welcomes with smile. Room service is ok.
Suggestion for management that hotel is good but lacking the points in cleaning segment & also rooms and bathroom need some maintenance.
Hotel team need to put some focus on the maintenance ...more"
